 STEP_COUNT,CLIFT,CDRAG
          25 ,   4.90916185E-02 ,   3.51524577E-02
          50 ,  0.103874721     ,   5.42326234E-02
          75 ,  0.160712093     ,   7.43987486E-02
         100 ,  0.214257389     ,   9.40740854E-02
         125 ,  0.263900846     ,  0.112143815    
         150 ,  0.309181988     ,  0.128908396    
         175 ,  0.350456923     ,  0.144889832    
         200 ,  0.387804985     ,  0.159773737    
         225 ,  0.418577909     ,  0.172274739    
         250 ,  0.443877935     ,  0.182778254    
         275 ,  0.466613740     ,  0.192559332    
         300 ,  0.485527217     ,  0.200912014    
         325 ,  0.499138504     ,  0.207080409    
         350 ,  0.509708166     ,  0.211763859    
         375 ,  0.516186118     ,  0.214300051    
         400 ,  0.516745031     ,  0.214138150    
         425 ,  0.515299618     ,  0.212724298    
         450 ,  0.510966599     ,  0.210394993    
         475 ,  0.504500806     ,  0.207263365    
         500 ,  0.495815516     ,  0.203830346    
         525 ,  0.485878527     ,  0.200115010    
         550 ,  0.475782305     ,  0.196578428    
         575 ,  0.468564004     ,  0.194203392    
         600 ,  0.465189904     ,  0.193454251    
         625 ,  0.464862555     ,  0.193676516    
         650 ,  0.465465903     ,  0.194386825    
         675 ,  0.466207266     ,  0.195305318    
         700 ,  0.467457473     ,  0.196043849    
         725 ,  0.467897594     ,  0.196100816    
         750 ,  0.467481434     ,  0.195124298    
         775 ,  0.464209110     ,  0.192809746    
         800 ,  0.458819956     ,  0.189079463    
         825 ,  0.452268422     ,  0.184525743    
         850 ,  0.445566535     ,  0.179663852    
         875 ,  0.439482987     ,  0.175085321    
         900 ,  0.435103208     ,  0.171336889    
         925 ,  0.432662725     ,  0.168539718    
         950 ,  0.431150019     ,  0.166191012    
         975 ,  0.428460807     ,  0.163658082    
        1000 ,  0.424614310     ,  0.160868824    
        1025 ,  0.420586407     ,  0.158299625    
        1050 ,  0.417240977     ,  0.156389445    
        1075 ,  0.415325224     ,  0.155247107    
        1100 ,  0.414272130     ,  0.154674634    
        1125 ,  0.413661778     ,  0.154371917    
        1150 ,  0.412248522     ,  0.153859243    
        1175 ,  0.410676301     ,  0.153055087    
        1200 ,  0.408416837     ,  0.152020738    
        1225 ,  0.406049848     ,  0.150836855    
        1250 ,  0.403215826     ,  0.149467364    
        1275 ,  0.399571478     ,  0.147866756    
        1300 ,  0.395338297     ,  0.145996094    
        1325 ,  0.390523463     ,  0.143915460    
        1350 ,  0.384274125     ,  0.141728029    
        1375 ,  0.378233969     ,  0.139536962    
        1400 ,  0.372385353     ,  0.137418151    
        1425 ,  0.366370708     ,  0.135451108    
        1450 ,  0.361179262     ,  0.133740932    
        1475 ,  0.356133372     ,  0.132308319    
        1500 ,  0.351501167     ,  0.131113544    
        1525 ,  0.347378165     ,  0.130062491    
        1550 ,  0.342965305     ,  0.129151672    
        1575 ,  0.339023650     ,  0.128389403    
        1600 ,  0.335595191     ,  0.127779573    
        1625 ,  0.332073629     ,  0.127315626    
        1650 ,  0.329234809     ,  0.126959994    
        1675 ,  0.326710820     ,  0.126729950    
        1700 ,  0.324742615     ,  0.126656562    
        1725 ,  0.323666632     ,  0.126822740    
        1750 ,  0.323377401     ,  0.127266854    
        1775 ,  0.324516594     ,  0.128037632    
        1800 ,  0.326852739     ,  0.129215166    
        1825 ,  0.330668867     ,  0.130847380    
        1850 ,  0.336338133     ,  0.132972255    
        1875 ,  0.343817472     ,  0.135654494    
        1900 ,  0.353094876     ,  0.138849795    
        1925 ,  0.363950759     ,  0.142502725    
        1950 ,  0.376151651     ,  0.146519974    
        1975 ,  0.389045030     ,  0.150775284    
        2000 ,  0.402592212     ,  0.155169696    
        2025 ,  0.415954590     ,  0.159616023    
        2050 ,  0.429353923     ,  0.164009228    
        2075 ,  0.442589879     ,  0.168291420    
        2100 ,  0.455072492     ,  0.172403857    
        2125 ,  0.466990083     ,  0.176278502    
        2150 ,  0.478003472     ,  0.179815948    
        2175 ,  0.487488687     ,  0.182989866    
        2200 ,  0.496162802     ,  0.185759440    
        2225 ,  0.503175616     ,  0.188125297    
        2250 ,  0.509246647     ,  0.190094367    
        2275 ,  0.514195859     ,  0.191619352    
        2300 ,  0.517871201     ,  0.192746490    
        2325 ,  0.520077705     ,  0.193419263    
        2350 ,  0.521051586     ,  0.193679020    
        2375 ,  0.520825446     ,  0.193529561    
        2400 ,  0.519848347     ,  0.192986563    
        2425 ,  0.517270982     ,  0.192102015    
        2450 ,  0.514127374     ,  0.190889999    
