 STEP_COUNT,CLIFT,CDRAG
          25 ,   2.19290871E-02 ,   1.57806091E-02
          50 ,   4.71877456E-02 ,   1.81031767E-02
          75 ,   6.78344220E-02 ,   1.99203417E-02
         100 ,   8.56035501E-02 ,   2.14750767E-02
         125 ,  0.101287141     ,   2.27855965E-02
         150 ,  0.113584921     ,   2.37259977E-02
         175 ,  0.122945890     ,   2.44145151E-02
         200 ,  0.129893705     ,   2.48914976E-02
         225 ,  0.134516701     ,   2.51570027E-02
         250 ,  0.137561262     ,   2.52960753E-02
         275 ,  0.138881579     ,   2.53088661E-02
         300 ,  0.139794618     ,   2.52502393E-02
         325 ,  0.139491528     ,   2.51044314E-02
         350 ,  0.138140500     ,   2.48683356E-02
         375 ,  0.135760203     ,   2.45664157E-02
         400 ,  0.132729426     ,   2.42264345E-02
         425 ,  0.129433349     ,   2.38846857E-02
         450 ,  0.125680029     ,   2.35171858E-02
         475 ,  0.120760538     ,   2.30912473E-02
         500 ,  0.114789858     ,   2.26026736E-02
         525 ,  0.108111784     ,   2.20774077E-02
         550 ,  0.101426594     ,   2.15556100E-02
         575 ,   9.52976942E-02 ,   2.10626796E-02
         600 ,   8.95454288E-02 ,   2.05947645E-02
         625 ,   8.53469893E-02 ,   2.01747548E-02
         650 ,   8.24604109E-02 ,   1.98310353E-02
         675 ,   8.10925290E-02 ,   1.95916910E-02
         700 ,   8.09835643E-02 ,   1.94540098E-02
         725 ,   8.17572251E-02 ,   1.93997640E-02
         750 ,   8.26692954E-02 ,   1.94068216E-02
         775 ,   8.31633434E-02 ,   1.94410793E-02
         800 ,   8.28044638E-02 ,   1.94615182E-02
         825 ,   8.22455734E-02 ,   1.94398202E-02
         850 ,   8.14373642E-02 ,   1.93761177E-02
         875 ,   7.98814967E-02 ,   1.92689579E-02
         900 ,   7.83857256E-02 ,   1.91460811E-02
         925 ,   7.68540502E-02 ,   1.90163869E-02
         950 ,   7.55409971E-02 ,   1.88727994E-02
         975 ,   7.43248388E-02 ,   1.87129322E-02
        1000 ,   7.26684779E-02 ,   1.85391456E-02
        1025 ,   7.10155815E-02 ,   1.83517393E-02
        1050 ,   6.95099682E-02 ,   1.81606468E-02
        1075 ,   6.81747422E-02 ,   1.79840177E-02
        1100 ,   6.71441332E-02 ,   1.78388990E-02
        1125 ,   6.66671246E-02 ,   1.77194867E-02
        1150 ,   6.62371069E-02 ,   1.76164024E-02
        1175 ,   6.65167123E-02 ,   1.75508913E-02
        1200 ,   6.71774298E-02 ,   1.75442081E-02
        1225 ,   6.91746846E-02 ,   1.76206008E-02
        1250 ,   7.13476315E-02 ,   1.77722499E-02
        1275 ,   7.44986758E-02 ,   1.79829095E-02
        1300 ,   7.83116072E-02 ,   1.82442274E-02
        1325 ,   8.27165693E-02 ,   1.85525268E-02
        1350 ,   8.72921571E-02 ,   1.88886523E-02
        1375 ,   9.24519747E-02 ,   1.92185920E-02
        1400 ,   9.68709365E-02 ,   1.95260309E-02
        1425 ,  0.101092249     ,   1.97881572E-02
        1450 ,  0.104579493     ,   1.99990831E-02
        1475 ,  0.107369162     ,   2.01353487E-02
        1500 ,  0.109239042     ,   2.01807562E-02
        1525 ,  0.109995201     ,   2.01392155E-02
        1550 ,  0.109853983     ,   2.00217310E-02
        1575 ,  0.108104415     ,   1.98350213E-02
        1600 ,  0.105919048     ,   1.95945278E-02
        1625 ,  0.102792427     ,   1.93117615E-02
        1650 ,   9.95951369E-02 ,   1.90079082E-02
        1675 ,   9.58074257E-02 ,   1.87040716E-02
        1700 ,   9.22838226E-02 ,   1.84121858E-02
        1725 ,   8.90304968E-02 ,   1.81381013E-02
        1750 ,   8.57390836E-02 ,   1.78849548E-02
        1775 ,   8.31911266E-02 ,   1.76547021E-02
        1800 ,   8.07786062E-02 ,   1.74496137E-02
        1825 ,   7.87834525E-02 ,   1.72740147E-02
        1850 ,   7.73381814E-02 ,   1.71319600E-02
        1875 ,   7.63187036E-02 ,   1.70275625E-02
        1900 ,   7.56880194E-02 ,   1.69577003E-02
        1925 ,   7.58254901E-02 ,   1.69219840E-02
        1950 ,   7.61060864E-02 ,   1.69130117E-02
        1975 ,   7.67540559E-02 ,   1.69189479E-02
        2000 ,   7.78173953E-02 ,   1.69439819E-02
        2025 ,   7.90346786E-02 ,   1.69665962E-02
        2050 ,   8.02149251E-02 ,   1.69529170E-02
        2075 ,   8.11996982E-02 ,   1.68954208E-02
        2100 ,   8.15336555E-02 ,   1.68055240E-02
        2125 ,   8.15011933E-02 ,   1.66848321E-02
        2150 ,   8.11300874E-02 ,   1.65297091E-02
        2175 ,   8.00293759E-02 ,   1.63512751E-02
        2200 ,   7.87319839E-02 ,   1.61689669E-02
        2225 ,   7.72984996E-02 ,   1.59823950E-02
        2250 ,   7.53612667E-02 ,   1.57786310E-02
        2275 ,   7.30380416E-02 ,   1.55580686E-02
        2300 ,   7.10485950E-02 ,   1.53243709E-02
        2325 ,   6.87695220E-02 ,   1.50887547E-02
        2350 ,   6.70373961E-02 ,   1.48658147E-02
        2375 ,   6.52953684E-02 ,   1.46770990E-02
        2400 ,   6.41400516E-02 ,   1.45285623E-02
        2425 ,   6.32143468E-02 ,   1.44172618E-02
        2450 ,   6.28274977E-02 ,   1.43399509E-02
        2475 ,   6.27826378E-02 ,   1.42991375E-02
        2500 ,   6.32379502E-02 ,   1.42911393E-02
        2525 ,   6.39887452E-02 ,   1.43219624E-02
        2550 ,   6.50295615E-02 ,   1.43922335E-02
        2575 ,   6.67234063E-02 ,   1.44963851E-02
        2600 ,   6.84617013E-02 ,   1.46330222E-02
        2625 ,   7.03440905E-02 ,   1.47846173E-02
        2650 ,   7.19922483E-02 ,   1.49413627E-02
        2675 ,   7.36682042E-02 ,   1.50877200E-02
        2700 ,   7.51957819E-02 ,   1.52156074E-02
        2725 ,   7.63731226E-02 ,   1.53230131E-02
        2750 ,   7.73404986E-02 ,   1.54066747E-02
        2775 ,   7.79395401E-02 ,   1.54641476E-02
        2800 ,   7.82921016E-02 ,   1.55015383E-02
        2825 ,   7.85911232E-02 ,   1.55248968E-02
        2850 ,   7.88948759E-02 ,   1.55396722E-02
        2875 ,   7.89728388E-02 ,   1.55458767E-02
        2900 ,   7.93223754E-02 ,   1.55541627E-02
        2925 ,   7.95560107E-02 ,   1.55692203E-02
        2950 ,   8.00992623E-02 ,   1.56013649E-02
        2975 ,   8.07835385E-02 ,   1.56533364E-02
        3000 ,   8.21964368E-02 ,   1.57251507E-02
        3025 ,   8.35086331E-02 ,   1.58162005E-02
        3050 ,   8.51453990E-02 ,   1.59253329E-02
        3075 ,   8.67384523E-02 ,   1.60486456E-02
        3100 ,   8.83161724E-02 ,   1.61784366E-02
        3125 ,   9.01483297E-02 ,   1.63069181E-02
        3150 ,   9.17021483E-02 ,   1.64307393E-02
        3175 ,   9.32326689E-02 ,   1.65530853E-02
        3200 ,   9.47314873E-02 ,   1.66677982E-02
        3225 ,   9.62525159E-02 ,   1.67764705E-02
        3250 ,   9.74004343E-02 ,   1.68703105E-02
        3275 ,   9.83988941E-02 ,   1.69563014E-02
        3300 ,   9.92833152E-02 ,   1.70324799E-02
