 STEP_COUNT,CLIFT,CDRAG
          25 ,   8.65390003E-02 ,   4.42610569E-02
          50 ,  0.186438113     ,   8.04716125E-02
          75 ,  0.292320192     ,  0.118579313    
         100 ,  0.385437369     ,  0.152380198    
         125 ,  0.460977554     ,  0.179647416    
         150 ,  0.527982354     ,  0.203838304    
         175 ,  0.586986959     ,  0.225077733    
         200 ,  0.621655345     ,  0.237482145    
         225 ,  0.641541481     ,  0.244498342    
         250 ,  0.650954068     ,  0.247780278    
         275 ,  0.645993352     ,  0.245804429    
         300 ,  0.636771679     ,  0.242350131    
         325 ,  0.622849047     ,  0.237234965    
         350 ,  0.608370900     ,  0.231868923    
         375 ,  0.589923799     ,  0.225138232    
         400 ,  0.570866227     ,  0.218015283    
         425 ,  0.549449205     ,  0.210093573    
         450 ,  0.530323207     ,  0.202863201    
         475 ,  0.512337506     ,  0.195942968    
         500 ,  0.494158417     ,  0.189121842    
         525 ,  0.478295803     ,  0.183084473    
         550 ,  0.463506341     ,  0.177458212    
         575 ,  0.451408416     ,  0.172880039    
         600 ,  0.441641122     ,  0.169259846    
         625 ,  0.434897453     ,  0.166634858    
         650 ,  0.430692703     ,  0.164959759    
         675 ,  0.428827375     ,  0.164045751    
         700 ,  0.428265899     ,  0.163546935    
         725 ,  0.427787185     ,  0.163227767    
         750 ,  0.427678764     ,  0.163038865    
         775 ,  0.428278774     ,  0.163126156    
         800 ,  0.429176569     ,  0.163344026    
         825 ,  0.430097491     ,  0.163697273    
         850 ,  0.431068242     ,  0.164053023    
         875 ,  0.431924820     ,  0.164406314    
         900 ,  0.433264405     ,  0.164863437    
         925 ,  0.435363919     ,  0.165688977    
         950 ,  0.439573586     ,  0.167259902    
         975 ,  0.446911126     ,  0.169898719    
        1000 ,  0.458351433     ,  0.173940256    
        1025 ,  0.473676234     ,  0.179272324    
        1050 ,  0.491709322     ,  0.185550377    
        1075 ,  0.511647582     ,  0.192440912    
        1100 ,  0.531822562     ,  0.199515045    
        1125 ,  0.551419258     ,  0.206298575    
        1150 ,  0.569013119     ,  0.212386549    
        1175 ,  0.583506405     ,  0.217403859    
        1200 ,  0.594254255     ,  0.221140742    
        1225 ,  0.601322412     ,  0.223502532    
        1250 ,  0.604271531     ,  0.224511072    
        1275 ,  0.603991747     ,  0.224369004    
        1300 ,  0.601199508     ,  0.223363191    
